pl_name,pl_bmasse,pl_rade,pl_orbper,pl_eqt,st_mass,st_rad,st_teff
"Kepler-812 b",,3.55000000,10.11716531000,,1.450000,1.710000,6761.00
"Kepler-1495 b",,2.94000000,85.27325600000,,1.030000,1.040000,5831.00
"NGTS-13 b",1538.29720000,12.80067800,4.11902700000,1605.00,1.300000,1.788000,5819.00
"Kepler-273 b",,1.50000000,2.93653200000,,,0.815000,5626.00
"HAT-P-37 b",371.52800000,13.20400000,2.79743600000,1271.00,0.929000,0.877000,5500.00
"Kepler-1827 b",,1.85644292,3.70061993600,,0.915000,1.404000,5423.00
"Kepler-242 b",,2.61000000,8.20395000000,,,0.850000,5020.00
"Kepler-324 c",,3.15000000,51.80561200000,,,0.840000,5194.00
"TOI-6330 b",3179.00000000,10.89000000,6.85002460000,495.00,0.531000,0.490000,3539.00
"Kepler-1178 b",,1.07000000,31.80634000000,,0.800000,0.750000,4990.00
"K2-357 b",,3.72000000,16.34886370000,735.00,0.980000,1.000000,5794.00
"Kepler-120 c",,1.53000000,12.79458500000,,,0.534000,4096.00
"Kepler-296 e",,1.53000000,34.14211000000,,0.498000,0.480000,3740.00
"Kepler-282 e",56.20000000,3.10000000,44.34700000000,,0.970000,0.890000,
"K2-325 b",,2.20000000,6.93000000000,423.00,0.274000,0.298000,3287.00
"Gaia-1 b",533.95172376,13.77583728,3.05252400000,,0.949000,0.952000,5470.00
"Kepler-360 b",,1.65000000,3.28967200000,,,1.058000,6053.00
"Kepler-666 b",,2.40000000,4.49876092000,,1.030000,1.050000,5887.00
"Kepler-153 b",,2.92000000,18.87022700000,,,0.892000,5404.00
"TIC 434398831 c",,5.63000000,6.21029100000,1050.00,0.992000,0.909000,5638.00
"EPIC 206032309 b",,1.01000000,2.87814000000,,0.221000,,
"Kepler-1676 b",,3.37695960,29.92210000000,,,1.060660,5878.30
"Kepler-149 d",,3.96000000,160.01803200000,,,0.953000,5381.00
"EPIC 206215704 b",,1.00000000,2.25543600000,,,0.250000,3297.00
"Kepler-1312 b",,2.10000000,5.44832528600,,0.990000,0.920000,5719.00
"Kepler-605 c",,0.86000000,2.35895151500,,0.910000,0.880000,5462.00
"Kepler-296 b",,1.61000000,10.86438400000,,0.498000,0.480000,3740.00
"Kepler-1726 b",,2.50861954,18.39629936000,,0.876000,0.804000,5316.00
"Kepler-388 b",,0.81000000,3.17331500000,,,0.586000,4498.00
"Kepler-466 b",,2.85000000,51.07926307000,,1.040000,1.050000,5927.00
"K2-382 b",,2.07200000,21.70015600000,,0.922000,0.811000,5452.00
"Kepler-1024 b",,3.91000000,66.41621330000,,0.810000,0.780000,5143.00
"TOI-1634 b",4.90000000,1.75900000,0.98934551000,900.00,0.502000,0.450000,3550.00
"Kepler-1112 b",,3.02000000,14.36267939000,,1.340000,1.540000,6496.00
"Kepler-1398 c",,1.03000000,4.13827595000,,1.130000,1.180000,6126.00
"HAT-P-58 b",118.23216740,14.93036229,4.01383790000,1622.00,1.031000,1.530000,6078.00
"Kepler-822 b",,1.77000000,3.22296927300,,1.060000,1.080000,5928.00
"Kepler-285 b",,1.34000000,2.63386700000,,,0.808000,5411.00
"EPIC 201595106 b",7.67000000,1.56500000,0.87724000000,2038.00,0.958000,0.980000,5679.00
"Kepler-861 b",,2.28000000,3.94963137500,,0.820000,0.780000,5047.00
"Kepler-1130 c",,0.79239584,3.26663994800,,0.944000,0.842000,5450.00
"Kepler-18 c",17.30000000,5.49000000,7.64159000000,,0.972000,1.108000,5345.00
"Kepler-168 b",,1.46000000,4.42539100000,,,1.107000,6282.00
"Kepler-183 b",,2.06000000,5.68794500000,,,0.958000,5888.00
"TOI-519 b",147.15455244,11.54525012,1.26523280000,687.00,0.335000,0.350000,3322.00
"Kepler-1316 b",,3.54000000,87.97321360000,,1.040000,1.120000,5884.00
"Kepler-1335 b",,1.45000000,6.26406846000,,0.770000,0.740000,4903.00
"EPIC 212624936 c",,2.30000000,11.81143700000,,,0.930000,5765.00
"Kepler-1565 b",,1.19000000,1.53818843700,,0.760000,0.730000,4940.00
"Kepler-1778 b",,3.01665969,10.08740044000,,1.143000,1.095000,6310.00
"K2-384 e",,1.34500000,9.71504300000,,0.330000,0.348000,3623.00
"Kepler-298 b",,1.96000000,10.47546400000,,,0.582000,4465.00
"Kepler-740 b",,4.57000000,3.58410121600,,0.910000,0.870000,5438.00
"Kepler-239 b",,2.33000000,11.76305100000,,,0.763000,4914.00
"TOI-4495 b",7.70000000,2.48300000,2.56699000000,1735.00,1.247000,1.309000,6210.00
"Kepler-1542 b",,0.76000000,3.95116882000,,0.940000,0.990000,5564.00
"Kepler-386 b",,1.39000000,12.31043000000,,,0.767000,5178.00
"Kepler-471 b",,14.96000000,5.01423457500,,1.490000,1.800000,6733.00
"pi Men c",,2.01890000,6.26783990000,,1.070000,1.170000,5998.00
"Kepler-577 b",,2.55000000,25.69578251000,,0.780000,0.730000,4984.00
"Kepler-433 b",896.24000000,16.25000000,5.33408384000,1776.00,1.460000,2.260000,6360.00
"LHS 1815 b",1.58000000,1.08800000,3.81433400000,,0.502000,0.501000,3643.00
"TOI-913 b",,2.45280000,11.09864400000,712.01,0.820000,0.732500,4969.00
"TOI-1105 b",,3.05823658,10.86818410933,,,0.755833,4678.46
"TOI-3353.01",,2.66675550,4.66579650000,1264.36,1.332089,1.020700,6365.00
"Kepler-262 b",,1.36000000,13.06085500000,,,0.881000,5841.00
"TOI-942 c",,4.67000000,10.15627200000,,0.822000,0.894000,
"Kepler-1679 b",,2.06920360,9.75376000000,,0.960000,0.873196,5501.00
"Kepler-293 c",,3.83000000,54.15574300000,,,0.957000,5804.00
"Kepler-1055 b",,1.23000000,2.29503623300,,0.980000,0.940000,5723.00
"K2-19 d",6.20000000,1.04400000,2.50827000000,1258.00,0.892000,0.824000,5350.00
"WASP-124 b",190.69800000,13.89916000,3.37265000000,1400.00,1.070000,1.020000,6050.00
"TOI-6884 b",8365.24367224,10.39072511,4.80826400000,1652.00,1.410000,1.840000,6330.00
"TOI-5788 c",6.40000000,2.27200000,16.21336200000,667.00,0.870000,0.870000,5615.00
"Kepler-49 e",,1.56000000,18.59610800000,,,0.559000,4252.00
"Kepler-745 b",,2.16000000,9.93143556000,,1.040000,1.040000,5849.00
"Kepler-551 b",,2.73000000,12.37646610000,,0.650000,0.630000,4286.00
"Kepler-9 d",,1.64000000,1.59285100000,2026.00,1.070000,1.020000,5777.00
"Kepler-1508 b",,1.33000000,20.70565040000,,1.140000,1.220000,6158.00
"Kepler-59 c",,1.98000000,17.98012350000,,1.040000,0.940000,6074.00
"Kepler-204 c",,1.79000000,25.66059300000,,,1.238000,5812.00
"Kepler-1404 b",,2.01000000,15.93147390000,,0.840000,0.800000,5261.00
"Kepler-1396 b",,2.07000000,18.22064210000,,1.180000,1.270000,6195.00
"TOI-2368 b",206.58846455,10.83908434,5.17500730000,1000.00,0.897000,0.846000,5360.00
"Kepler-222 c",,4.64000000,10.08881000000,,,0.869000,5433.00
"Kepler-1714 b",,3.26437302,10.27530003000,,1.448000,2.086000,6150.00
"K2-243 c",,2.01000000,24.94598000000,801.00,1.290000,1.390000,6570.00
"Kepler-926 b",,2.31000000,52.06886010000,,1.010000,1.010000,5806.00
"Kepler-192 d",,1.02000000,6.47027579000,,0.940000,0.940000,5487.00
"TOI-2196 b",26.00000000,3.51000000,1.19472680000,1860.00,1.032000,1.043000,5634.00
"Kepler-1250 b",,1.92000000,2.60754383400,,0.990000,0.980000,5717.00
"TOI-883 b",,7.17166228,10.05771848538,,,1.014770,5713.15
"TOI-815 c",23.50000000,2.62000000,34.97614500000,469.00,0.776000,0.770000,4869.00
"Kepler-330 c",,1.95000000,15.95538700000,,,0.722000,5117.00
"K2-381 b",,1.07500000,7.93893340000,,0.754000,0.675000,4473.00
"Kepler-905 b",,1.41000000,5.08274651700,,0.950000,0.860000,5461.00
"Kepler-1977 b",,1.66000000,4.53702121000,798.00,0.769000,0.688000,4805.00
"Kepler-1594 b",,1.06000000,2.71603809000,,1.060000,1.080000,5946.00
"Kepler-909 b",,1.47000000,13.93290318000,,1.170000,1.230000,6154.00
"Kepler-345 c",,1.20000000,9.38742700000,,,0.623000,4504.00
"Kepler-655 b",,2.71000000,46.40633580000,,1.150000,1.240000,6170.00
"Kepler-9 b",43.40000000,8.29000000,19.23891000000,,1.022000,0.958000,5774.00
"K2-277 b",,2.18575124,6.32676800000,1049.00,0.974000,0.973000,5680.00
"Kepler-797 b",,2.17000000,27.07237711000,,0.960000,0.950000,5680.00
"Kepler-1123 b",,1.67000000,4.33946454000,,0.930000,0.900000,5500.00
"Kepler-137 c",,1.88000000,18.73575300000,,,0.802000,5187.00
"Kepler-373 b",,1.36000000,5.53530900000,,,0.845000,5787.00
"TrES-5 b",568.91570000,13.38354600,1.48224686000,1480.00,0.901000,0.868000,5171.00
"Kepler-1947 b",,1.01016660,6.96363019900,,0.984000,1.686000,6040.00
"Kepler-898 b",,1.49000000,5.87061910000,,0.650000,0.620000,4223.00
"Kepler-109 b",4.90000000,2.49000000,6.48163070000,1276.00,1.094000,1.387000,5950.00
"Kepler-1072 b",,1.58000000,1.56906650200,,1.200000,1.320000,6199.00
"TOI-2267 c",,1.14000000,3.49504120000,374.00,0.171000,0.207500,3030.00
"Kepler-1921 b",,2.89459458,20.03479958000,,1.251000,2.000000,6120.00
"Kepler-835 b",,2.79000000,11.41909375000,,1.080000,1.110000,5954.00
"Kepler-1045 b",,2.69000000,26.41045478000,,0.860000,0.820000,5301.00
"Kepler-186 d",,1.40000000,13.34299600000,,0.478000,0.472000,3788.00
"Kepler-644 b",,3.15000000,3.17391710300,,1.490000,1.810000,6747.00
"Kepler-576 b",,3.27000000,29.91136794000,,0.990000,0.970000,5672.00
"Kepler-1604 b",,1.41000000,0.68368425600,,0.810000,0.760000,4976.00
"HATS-42 b",597.52040000,15.69260000,2.29210200000,1856.00,1.273000,1.480000,6060.00
"Kepler-441 b",,1.64000000,207.24820000000,,0.572000,0.550000,4340.00
"TOI-3568 b",26.40000000,5.30000000,4.41796500000,899.00,0.780000,0.719000,4969.00
"Kepler-947 b",,2.28000000,26.96443170000,,0.900000,0.870000,5508.00
"K2-198 b",,4.18900000,17.04286830000,715.80,0.799000,0.757000,5212.90
"Kepler-1824 b",,2.38127597,95.61100006000,,1.135000,1.081000,6002.00
"Kepler-334 d",,1.41000000,25.09849000000,,,1.068000,5828.00
"Kepler-1523 b",,1.58000000,0.93875077000,,0.970000,0.960000,5708.00
"Kepler-1153 b",,1.73000000,1.75583532700,,0.910000,0.880000,5470.00
"Kepler-1011 b",,2.87000000,5.75322197400,,0.910000,0.880000,5416.00
"Kepler-566 b",,2.15000000,18.42794624000,,0.830000,0.790000,5132.00
"Kepler-804 b",,1.94000000,14.37457351000,,1.010000,1.050000,5817.00
"Kepler-304 d",,2.75000000,9.65347100000,,,0.687000,4731.00
"Kepler-561 c",,2.68000000,5.35016198300,,0.960000,0.940000,5646.00
"HAT-P-45 b",283.49200000,15.98400000,3.12899200000,1652.00,1.259000,1.319000,6330.00
"Kepler-158 d",,0.43000000,0.64508800000,,0.656000,0.668000,4895.97
"TIC 9344899 b",6170.00000000,9.16000000,8.58215660000,923.00,0.980000,1.060000,5800.00
"TOI-4961 b",572.09113260,12.34108775,7.47918200000,919.00,0.912000,0.912000,5380.00
"Kepler-253 c",,2.65000000,10.28195100000,,,0.786000,5208.00
"WASP-185 b",311.47340000,14.01125000,9.38755000000,1160.00,1.120000,1.500000,5900.00
"Kepler-970 b",,2.60900000,16.73652500000,,0.670000,0.710000,4290.00
"Kepler-1550 b",,3.02000000,225.58280900000,,1.070000,1.110000,5991.00
"Kepler-48 d",7.93000000,2.04000000,42.89610000000,,0.880000,0.890000,5194.00
"Kepler-1569 b",,1.68000000,5.79180156000,,1.250000,1.400000,6319.00
"CoRoT-6 b",940.74000000,13.06800000,8.88659300000,1017.00,1.050000,1.025000,6090.00
"HD 221416 b",60.50000000,9.17000000,14.27670000000,,1.212000,2.943000,5080.00
"TOI-2537 b",415.40172795,11.25381662,94.10220000000,338.00,0.771000,0.771000,4870.00
"TOI-1824 b",16.00000000,2.74382690,22.80853300000,528.67,0.880100,0.812300,5165.00
"Kepler-1916 b",,2.61757235,31.25429916000,,1.180000,1.092000,6246.00
"TOI-283 b",6.54000000,2.34000000,17.61745000000,661.00,0.800000,0.850000,5213.00
"Kepler-1581 b",,0.80000000,6.28385491000,,1.120000,1.230000,6022.00
"TIC 62895484 b",,3.49391667,2.83985434327,,,0.874291,5520.79
"Kepler-766 b",,3.39000000,6.10027804000,,1.100000,1.150000,5992.00
"K2-47 b",,1.89000000,31.63720000000,,0.750000,0.760000,5054.00
"TOI-2295 b",278.09985612,16.47720163,30.03330200000,747.00,1.168000,1.459000,5730.00
"Kepler-395 c",,1.32000000,34.98926200000,,,0.556000,4262.00
"Kepler-176 c",,2.60000000,12.75971200000,,,0.891000,5232.00
"Kepler-1017 b",,1.99000000,7.23400469000,,0.930000,0.870000,5473.00
"Kepler-1672 b",,2.97022762,150.87800000000,,1.160000,1.088410,6131.95
"Kepler-1209 b",,1.51000000,25.36911600000,,1.230000,1.380000,6210.00
"Kepler-496 b",,2.32000000,8.30864937000,,0.860000,0.820000,5293.00
"Kepler-1410 b",,1.78000000,60.86616800000,,0.630000,0.600000,4092.00
"Kepler-915 b",,1.50000000,4.59489604000,,1.210000,1.380000,6173.00
"Kepler-626 b",,2.29000000,14.48585199000,,1.010000,1.050000,5813.00
"Kepler-1151 b",,2.22000000,65.64784240000,,0.880000,0.850000,5470.00
"Kepler-215 c",,1.77000000,14.66710800000,,,1.027000,5739.00
"Kepler-271 c",,0.95000000,7.41086267000,,0.900000,0.870000,5555.00
"Kepler-1521 b",,2.50000000,47.14840805000,,0.810000,0.760000,5042.00
"Kepler-1015 b",,3.55000000,16.00494214000,,1.490000,1.810000,6769.00
"Kepler-549 b",,2.57000000,42.94956490000,,0.880000,0.840000,5360.00
"K2-165 d",,2.64809498,14.10136100000,,0.834847,0.803827,5185.00
"Kepler-714 b",,9.67000000,8.09888798600,,1.090000,1.120000,5995.00
"Kepler-1348 b",,1.94000000,27.57227420000,,1.040000,1.040000,5911.00
"TOI-277 b",,2.65000000,3.99400000000,,0.160000,0.362000,4031.00
"Kepler-1768 b",,2.23346338,15.13589954000,,1.240000,1.572000,6050.00
"Kepler-431 d",,1.11000000,11.92200000000,856.00,1.071000,1.092000,6004.00
"Kepler-1362 b",,2.60000000,136.20562600000,,0.800000,0.740000,4857.00
"Kepler-1283 b",,1.91000000,12.94609780000,,1.160000,1.250000,6175.00
"Kepler-186 f",,1.17000000,129.94410000000,,0.544000,0.523000,3755.00
"EPIC 212297394 c",,2.27000000,5.21396500000,866.00,0.830000,0.800000,5171.00
"TOI-622 b",96.30200732,9.23620010,6.40251300000,1388.00,1.313000,1.415000,6400.00
"Kepler-1842 b",,2.35388681,14.02639961000,,1.057000,1.131000,5970.00
"Kepler-1439 b",,1.46000000,8.07392849000,,0.460000,0.430000,3578.00
"Kepler-989 b",,2.21000000,7.96431535200,,0.820000,0.780000,5074.00
"Kepler-398 d",,0.88000000,6.83437001000,,0.720000,0.670000,4557.00
"TIC 365102760 b",19.20000000,6.21000000,4.21285367000,,1.170000,3.130000,4900.00
"Kepler-1739 b",,2.43056832,7.34370994600,,0.865000,0.762000,5757.00
"EPIC 201170410.02",,1.04700000,6.79870000000,,0.287000,0.282000,3648.00
"TOI-3693 b",324.18497514,12.59889431,9.08851600000,801.00,0.867000,0.791000,5321.00
"Kepler-351 c",,3.19000000,57.24809000000,,,0.854000,5643.00
"Kepler-446 c",,1.11000000,3.03617900000,,0.220000,0.240000,3359.00
"Kepler-1288 b",,1.12000000,2.76122421000,,1.200000,1.290000,6132.00
"WASP-56 b",143.02350000,10.53646000,4.61710000000,,0.710000,0.960000,5600.00
"TOI-1533 b",28.10000000,2.89000000,3.64579740000,,0.880000,0.849000,5146.00
"Kepler-25 c",15.20000000,5.21700000,12.72070000000,,1.165000,1.316000,
"TOI-2453 b",,3.24380341,4.44143463188,,,0.502498,3720.23
"Kepler-758 c",,1.69000000,4.75793986000,,1.160000,1.420000,6228.00
"Kepler-220 b",,0.81000000,4.15980700000,,,0.666000,4632.00
"Kepler-1688 b",,1.26174569,5.62012000000,,,,4632.11
"Kepler-839 b",,2.57000000,37.81445140000,,1.220000,1.310000,6058.00
"TIC 206466666 b",,2.14817673,9.10486865159,,,0.667193,4620.30
"TOI-1759 b",10.80000000,3.14000000,18.85019000000,443.00,0.606000,0.597000,4065.00
"Kepler-1801 b",,2.70926154,10.44089985000,,0.936000,0.981000,5738.00
"WASP-142 b",266.97720000,17.14977000,2.05286800000,2000.00,1.330000,1.640000,6010.00
"Kepler-1454 b",,1.88000000,47.03194790000,,0.900000,0.860000,5448.00
"Kepler-245 c",,2.18000000,17.46081200000,,,0.795000,5100.00
"Kepler-1271 b",,1.48000000,3.02559550000,,1.130000,1.230000,6143.00
"TOI-4034 b",276.51071409,17.71018951,1.80209320000,1907.00,1.190000,1.830000,5891.00
"Kepler-125 c",,0.74000000,5.77446400000,,,0.512000,3810.00
"Kepler-936 b",,1.45000000,10.56134221000,,0.920000,0.890000,5482.00
"Kepler-20 c",11.10000000,2.89400000,10.85407740000,828.00,0.929000,0.916400,5495.00
"Kepler-369 b",,1.13000000,2.73275600000,,,0.471000,3591.00
"Kepler-115 c",,2.60000000,8.99088900000,,,1.205000,5979.00
"Kepler-913 b",,2.06000000,10.29672521000,,0.630000,0.610000,4687.00
"Kepler-1018 b",,2.58000000,49.10135140000,,0.910000,0.880000,5518.00
"HD 77946 b",10.90000000,2.89646124,6.52736300000,1128.86,1.197300,1.317400,6007.00
"Kepler-761 b",,2.03000000,10.12804789000,,0.950000,0.930000,5706.00
"WASP-184 b",181.16310000,14.90797000,5.18170000000,1480.00,1.230000,1.650000,6000.00
"Kepler-11 c",2.90000000,2.87000000,13.02410000000,,0.961000,1.065000,5663.00
"Kepler-1186 b",,2.23000000,16.07677615000,,0.950000,0.930000,5635.00
"TOI-4662 b",,2.87998299,4.70343764575,,,0.693750,4520.41
"Kepler-633 b",,1.63000000,8.50340718000,,1.020000,1.150000,5899.00
"Kepler-1847 b",,2.74516914,11.12969971000,,1.041000,0.964000,6122.00
"KOI-4777.01",99.20000000,0.51000000,0.41200000000,1180.00,0.410000,0.400000,3515.00
"Kepler-1329 b",,2.17000000,9.33646594000,,0.720000,0.690000,4500.00
"Kepler-730 c",,1.56926000,2.85188338000,1607.00,1.047000,1.411000,5620.00
"Wendelstein-2 b",232.33373000,12.99347280,1.75222390000,2470.00,0.730000,0.660000,4591.00
"TOI-1249 b",11.90000000,3.27103010,13.07915100000,726.89,1.006200,0.978500,5497.00
"Kepler-623 b",,3.01000000,9.07097734000,,0.900000,0.860000,5443.00
"Kepler-531 b",,2.78000000,29.88485741000,,0.780000,0.750000,4893.00
"Kepler-1110 b",,2.66000000,9.69312032000,,0.730000,0.700000,4781.00
"K2-385 b",,1.53900000,2.38086700000,,0.927000,0.761000,4844.00
"Kepler-80 f",,1.21000000,0.98678730000,,0.730000,0.678000,4540.00
"TOI-858 B b",349.61124770,14.06727078,3.27971780000,1529.00,1.081000,1.308000,5842.00
"Kepler-897 b",,2.39000000,8.04726420000,,1.030000,1.040000,5839.00
"Kepler-581 b",,2.63000000,40.60698210000,,1.000000,1.000000,5772.00
"TIC 390586021 b",,2.86009388,2.74703755819,,,0.726565,4434.81
"Kepler-717 b",,2.42000000,4.40840023000,,0.880000,0.850000,5485.00
"EPIC 212424622 b",,2.17000000,18.09830000000,,1.106000,,
"TOI-4602.01",5.53000000,2.45000000,3.98129990000,1344.00,0.900000,1.080000,5966.00
"TIC 178172313 b",,2.80405322,4.37318161360,,,0.843450,5405.59
"Kepler-965 b",,3.38000000,134.25272980000,,1.050000,1.150000,5886.00
"Kepler-289 b",3.70000000,2.49000000,34.53830000000,,1.080000,1.000000,5990.00
"HATS-11 b",,18.03000000,3.61918800000,1596.00,1.330000,1.540000,6563.00
"Kepler-1157 b",,1.09000000,4.45743164000,,0.760000,0.710000,4679.00
"Kepler-964 b",,2.12000000,13.52251060000,,0.930000,0.840000,5427.00
"Kepler-23 c",7.81000000,3.00500000,10.74000000000,,1.078000,1.548000,5828.00
"Kepler-502 b",,4.77000000,4.28686431000,,1.150000,1.220000,6125.00
"Kepler-1425 b",,0.94000000,14.45413020000,,0.970000,0.950000,5718.00
"Kepler-226 b",,1.55000000,3.94099700000,,,0.802000,5571.00
"Kepler-1038 c",,1.41623380,7.12765979800,,0.868000,0.821000,5159.00
"Kepler-1730 b",,4.48524519,13.81019974000,,1.009000,1.142000,5942.00
"Kepler-1626 b",,2.02000000,4.13962966000,,1.510000,1.850000,6826.00
"Kepler-85 e",,1.27000000,25.21675100000,,,0.893000,5436.00
"Kepler-1849 b",,2.38685349,57.29290009000,,0.709000,0.729000,4806.00
"TOI-5398 c",11.80000000,3.52000000,4.77271000000,1242.00,1.146000,1.051000,6000.00
"TOI-663 d",5.20000000,1.92000000,7.10272680000,482.00,0.514000,0.512000,3681.00
"Kepler-319 d",,2.29000000,31.78192500000,,,0.903000,5526.00
"TOI-216.02",18.75187601,8.00000000,17.16073000000,,0.770000,0.748000,
"Kepler-1638 b",,1.87000000,259.33683000000,,0.970000,0.950000,5710.00
"Kepler-1183 b",,2.82000000,28.50571890000,,1.000000,0.990000,5765.00
"Kepler-911 b",,2.60000000,20.31050100000,,1.340000,1.990000,6112.00
"Kepler-830 b",,1.70000000,11.29695137000,,1.070000,1.110000,6037.00
"Kepler-775 b",,1.19000000,0.97486892600,,0.920000,0.840000,5468.00
"Kepler-156 c",,2.55000000,15.90680100000,,,0.807000,5094.00
"Kepler-26 d",,1.07000000,3.54391900000,,,0.571000,4486.00
"Kepler-62 b",9.00000000,1.31000000,5.71493200000,750.00,0.690000,0.640000,4925.00
"Kepler-937 b",,3.72000000,67.66882700000,,1.150000,1.220000,6095.00
"Kepler-843 b",,2.59000000,2.05387982100,,1.020000,1.030000,5830.00
"Kepler-1860 b",,1.13863767,12.73719978000,,0.874000,0.868000,5420.00
"Kepler-276 b",,2.87000000,14.12841000000,,,1.046000,6105.00
"Kepler-952 b",,7.65000000,130.35469190000,,1.000000,0.990000,5730.00
"Kepler-350 c",6.10000000,3.10000000,17.84900000000,,1.000000,1.250000,
"Qatar-7 b",597.52040000,19.05530000,2.03204600000,2053.00,1.409000,1.564000,6387.00
"Kepler-1793 b",,3.79037518,8.77999973300,,0.850000,0.764000,5191.00
"Kepler-208 b",,1.63000000,4.22864000000,,,1.314000,6092.00
"Kepler-352 b",,0.86000000,10.05537000000,,,0.781000,5212.00
"TOI-4930 b",,6.93277225,6.78130241498,,,1.159260,5624.72
"Kepler-1331 b",,1.05000000,0.78916165300,,0.720000,0.690000,4508.00
"WASP-2 b",295.89973000,12.11692900,2.15217500000,1311.00,0.895000,0.866000,5180.00
"Kepler-1483 b",,1.52000000,9.50851560000,,1.250000,1.400000,6337.00
"K2-90 b",,2.60000000,13.73331400000,502.00,0.629000,0.619000,4484.00
"Kepler-190 b",,1.56000000,2.01999900000,,,0.795000,5106.00
"Kepler-317 b",,2.09000000,5.52424200000,,,0.941000,5497.00
"Kepler-931 b",,1.33000000,8.03755877000,,0.860000,0.810000,5241.00
"Kepler-240 c",,2.20000000,7.95352800000,,,0.739000,4985.00
"Kepler-1560 b",,0.89000000,3.03195744000,,1.020000,1.020000,5815.00
"Kepler-2000 c",,1.57000000,20.61803480000,359.00,0.581000,0.576000,3757.00
"TOI-2096 c",,1.91400000,6.38784000000,349.00,0.231000,0.235000,3300.00
"TOI-4463 A b",252.35575516,13.26022417,2.88071980000,1395.00,1.056000,1.062000,5640.00
"Kepler-1642 b",,3.20000000,12.20575130000,,0.880000,0.840000,5355.00
"Kepler-504 b",,1.59000000,9.54927542200,,0.330000,0.330000,3519.00
"Kepler-171 d",,1.89000000,39.59551900000,,,0.839000,5642.00
"TOI-663 c",3.65000000,2.26000000,4.69555070000,553.00,0.514000,0.512000,3681.00
"Kepler-1156 b",,1.32000000,11.89520511000,,1.000000,1.000000,5778.00
"Kepler-53 c",36.00000000,3.17000000,38.55830380000,,0.980000,0.890000,5858.00
"Kepler-268 b",,2.55000000,25.93413800000,,,1.274000,6081.00
"TIC 153919886 b",,2.70601108,2.10510492329,,,0.591697,4137.16
"Kepler-273 c",,1.98000000,8.01492700000,,,0.815000,5626.00
"Kepler-1964 b",,1.78105870,2.44082999200,,0.752000,0.698000,4803.00
"Kepler-183 c",,2.27000000,11.63707100000,,,0.958000,5888.00
"K2-288 B b",,1.90000000,31.39346300000,226.36,0.330000,0.320000,3341.00
"HATS-2 b",435.42491759,12.57647635,1.35413379000,1550.00,0.904000,0.876000,
"Kepler-1585 b",,1.79000000,3.58274630000,,0.940000,0.910000,5538.00
"Kepler-5 b",670.93913000,15.98403400,3.54846570000,1750.00,1.374000,1.793000,6297.00
"TOI-2583 A b",79.45710175,14.45958510,4.52072650000,1456.00,1.215000,1.477000,5936.00
"Kepler-1781 b",,2.38091029,4.88752985000,,1.053000,0.957000,5568.00
"TOI-7009 b",,3.71000000,2.32066120000,872.00,0.583000,0.564000,4080.00
"K2-220 b",,2.37000000,13.68186000000,761.00,0.910000,1.026000,5612.00
"Kepler-1065 c",,1.60000000,2.37030743000,,0.940000,0.930000,5635.00
"HATS-67 b",460.85350000,18.88716500,1.60917880000,2193.00,1.435000,1.441000,6594.00
"Kepler-302 b",,4.06000000,30.18410400000,,,1.220000,5740.00
"BD+20 594 b",22.24810000,2.57807000,41.68550000000,,1.670000,1.080000,5766.00
"Kepler-1538 b",,2.82000000,175.13881900000,,1.030000,1.030000,5837.00
"Kepler-584 b",,4.21000000,35.18103040000,,1.170000,1.240000,6195.00
"Kepler-525 b",,2.63000000,18.68404933000,,0.950000,1.150000,5573.00
"Kepler-269 b",,2.47000000,5.32671800000,,,0.959000,5847.00
"K2-133 b",,1.34000000,3.07133000000,,0.461000,0.455000,3655.00
"TOI-7384 b",,3.56000000,6.23402580000,378.00,0.318000,0.319000,3185.00
"Kepler-290 d",,0.86000000,0.76401755300,1589.00,0.840000,0.755000,5142.00
"Kepler-1135 b",,1.85000000,76.95785700000,,0.960000,0.940000,5656.00
"K2-119 b",,2.53000000,7.72728300000,666.00,0.760000,0.710000,4740.00
"Kepler-365 b",,2.04000000,10.66490300000,,,1.048000,6012.00
"K2-233 d",10.30000000,2.36300000,24.36810000000,525.00,0.790000,0.710000,4796.00
"Kepler-43 b",1026.59090000,13.66377100,3.02409490000,1620.00,1.320000,1.420000,6041.00
"HD 136352 d",8.82000000,2.56200000,107.24500000000,431.00,0.870000,1.058000,5664.00
"HD 191939 c",8.00000000,3.19500000,28.57974300000,600.00,0.810000,0.940000,5348.00
"Kepler-605 b",,1.44000000,3.38353806600,,0.910000,0.880000,5462.00
"Kepler-254 d",,2.50000000,18.74647700000,,,0.910000,5957.00
"K2-218 b",,2.56948149,8.67988500000,,1.047488,1.008231,5757.00
"HD 2685 b",371.86110000,16.14096000,4.12688000000,2061.00,1.430000,1.560000,6801.00
"Kepler-45 b",160.49700000,10.76000000,2.45523900000,1000.00,0.590000,0.550000,3820.00
"K2-87 b",,7.60000000,9.72661800000,979.00,1.164000,1.401000,5747.00
"CoRoT-30 b",921.70700000,11.30988100,9.06005000000,,0.980000,0.910000,5650.00
"HATS-63 b",305.11680000,13.52926300,3.05665270000,1398.30,0.931000,1.070000,5627.00
"Kepler-1835 b",,3.53387773,11.96409988000,,0.922000,0.961000,5903.00
"Kepler-1802 b",,1.67100000,15.45020008000,,0.649000,0.637000,4245.00
"TOI-1244 b",,2.46700000,6.40031648300,,0.730000,0.721000,4599.00
