pl_name,pl_bmasse,pl_rade,pl_orbper,pl_eqt,st_mass,st_rad,st_teff
"WASP-39 b",89.31023000,14.33631100,4.05529410000,1166.00,0.913000,0.939000,5485.00
"GJ 9827 b",4.28000000,1.44000000,1.20897400000,1035.01,0.620000,0.580000,4236.00
"GJ 9827 c",1.86000000,1.13000000,3.64810300000,715.94,0.620000,0.580000,4236.00
"LTT 3780 b",2.46000000,1.32500000,0.76837931000,903.00,0.381000,0.380000,3358.00
"LTT 3780 c",8.04000000,2.39000000,12.25228400000,359.00,0.381000,0.380000,3358.00
"LHS 1140 b",5.60000000,1.73000000,24.73723000000,226.00,0.184400,0.215900,3096.00
"LHS 1140 c",1.91000000,1.27200000,3.77794000000,422.00,0.184400,0.215900,3096.00
"GJ 1214 b",8.41000000,2.73300000,1.58040453100,567.00,0.182000,0.216200,3101.00
"TOI-1899 b",212.94503269,11.09689089,29.09031200000,378.00,0.632000,0.607000,3926.00
"PH2 b",87.08498352,9.33708092,282.52542000000,295.10,0.966000,0.949000,5734.00
"WASP-47 b",374.00000000,12.86000000,4.15915100000,,1.058000,1.156000,
"WASP-47 d",15.50000000,3.65000000,9.03050100000,,1.058000,1.156000,
"WASP-47 e",9.00000000,1.83000000,0.78961000000,,1.058000,1.156000,
"TOI-776 b",5.00000000,1.79800000,8.24662000000,520.00,0.542000,0.547000,3725.00
"TOI-776 c",6.90000000,2.04700000,15.66532300000,420.00,0.542000,0.547000,3725.00
"WASP-76 b",284.13859586,20.78145022,1.80988198000,2228.00,1.458000,1.756000,6329.00
"HIP 9618 b",8.30000000,3.82838127,20.77285800000,640.88,0.942000,0.959300,5649.00
"HIP 9618 c",7.00000000,3.42855926,52.56363000000,470.31,0.942000,0.959300,5649.00
"TOI-1823 b",67.40000000,7.54062410,38.80000000000,423.63,0.841400,0.804900,4927.00
"TOI-849 b",41.80000000,3.64000000,0.76554800000,,0.970000,0.970000,5257.00
"HD 63935 b",10.50000000,2.91575244,9.05880700000,825.22,0.940600,0.959800,5513.00
"HD 63935 c",11.10000000,3.06451296,21.40270000000,619.59,0.940600,0.959800,5513.00
"TOI-1807 b",2.44000000,1.49681583,0.54937097000,1694.10,0.804800,0.746000,4914.00
"LTT 1445 A b",2.73000000,1.34000000,5.35876350000,431.00,0.257000,0.271000,
"TOI-6255 b",1.44000000,1.07900000,0.23818244000,,0.353000,0.370000,3421.00
"TOI-421 b",6.70000000,2.64000000,5.19757600000,922.00,0.833000,0.866000,5291.00
"TOI-421 c",14.10000000,5.09000000,16.06754100000,635.00,0.833000,0.866000,5291.00
"TOI-1338 b",11.30000000,7.66100000,95.40010000000,,1.093600,1.313000,
"TOI-3884 b",32.59000000,6.43000000,4.54458280000,441.00,0.298000,0.302000,3180.00
"GJ 1132 b",1.83704819,1.19151465,1.62892911000,583.80,0.194500,0.221100,3229.00
"HIP 67522 b",,9.98720180,6.95947310000,1175.00,1.220000,1.380000,5675.00
"HIP 67522 c",,7.93595834,14.33489200000,917.00,1.220000,1.380000,5675.00
"GJ 9827 d",3.02000000,1.98000000,6.20183000000,675.00,0.620000,0.580000,4236.00
"GJ 486 b",2.77000000,1.28900000,1.46712127000,696.30,0.312000,0.324300,3317.00
"L 168-9 b",4.07000000,1.63000000,1.40152604000,998.00,0.614000,0.604000,3842.00
"TOI-1130 b",19.80000000,3.66000000,4.07455400000,825.00,0.745000,0.697000,4360.00
"TOI-1130 c",336.00000000,13.00000000,8.35018980000,650.00,0.745000,0.697000,4360.00
"IRAS 04125+2902 b",,10.73820351,8.83497800000,854.00,0.700000,1.450000,4080.00
"WASP-12 b",,22.02564708,1.09141890100,,1.325000,1.690000,6265.00
"HD 15337 b",6.51900000,1.77000000,4.75598040000,,0.829000,0.855000,5131.00
"HD 15337 c",6.79200000,2.52600000,17.18054600000,,0.829000,0.855000,5131.00
"GJ 341 b",4.00000000,0.88000000,7.57686000000,,0.480000,0.506600,3770.00
"TOI-561 b",2.02000000,1.39700000,0.44656970000,2319.00,0.806000,0.843000,
"TOI-561 c",5.93000000,2.86500000,10.77883800000,802.00,0.806000,0.843000,
"TOI-561 d",13.33000000,2.61500000,25.71268000000,600.00,0.806000,0.843000,
"TOI-561 e",12.40000000,2.51700000,77.14400000000,416.00,0.806000,0.843000,
"TOI-677 b",392.20025424,13.11450742,11.23659850000,,1.181000,1.280000,6295.00
"WASP-131 b",86.76715511,13.74221034,5.32201250000,,1.060000,1.561000,5990.00
"TOI-6324 b",1.17000000,1.05900000,0.27922100000,1216.00,0.269000,0.293000,3247.00
"TOI-771 b",2.47000000,1.36000000,2.32601550000,543.00,0.220000,0.232000,3370.00
"TOI-6894 b",53.39517238,9.58367850,3.37077196000,417.90,0.207000,0.227600,3007.00
"KELT-11 b",65.15482343,15.13212395,4.73620865000,1712.00,1.440000,2.690000,5375.00
"TOI-1468 b",3.04000000,1.40100000,1.88052010000,683.50,0.352700,0.371400,3376.00
"TOI-1468 c",4.10000000,2.12600000,15.53247700000,338.10,0.352700,0.371400,3376.00
"TOI-2031 A b",254.26272560,14.20177855,5.71548654000,1358.00,1.174000,1.241000,6490.00
"L 98-59 b",0.46000000,0.83700000,2.25311400000,620.00,0.292300,0.315500,3415.00
"L 98-59 c",2.00000000,1.32900000,3.69067640000,526.00,0.292300,0.315500,3415.00
"L 98-59 d",1.64000000,1.62700000,7.45072900000,416.00,0.292300,0.315500,3415.00
"WASP-69 b",82.58000000,11.21000000,3.86813881000,971.00,0.830000,0.801000,4792.00
"TOI-125 b",9.50000000,2.72600000,4.65382000000,1037.00,0.859000,0.848000,5320.00
"TOI-125 c",6.63000000,2.75900000,9.15059000000,827.80,0.859000,0.848000,5320.00
"TOI-125 d",13.60000000,2.93000000,19.98000000000,638.10,0.859000,0.848000,5320.00
"HATS-48 A b",77.23269000,8.96720000,3.13166660000,954.60,0.727900,0.715200,4546.00
"HATS-72 b",39.85588200,8.09738160,7.32794740000,739.30,0.731100,0.721400,4656.10
"NGTS-11 b",109.33352000,9.15775300,35.45533000000,435.00,0.862000,0.832000,5050.00
"WD 1856+534 b",4386.05400000,10.40000000,1.40794050000,163.00,0.518000,0.013100,4710.00
"LTT 9779 b",29.32000000,4.72000000,0.79205200000,1978.00,1.020000,0.949000,5443.00
"TOI-824 b",18.46700000,2.92600000,1.39297800000,1253.00,0.710000,0.695000,4600.00
"WASP-127 b",52.34660100,14.69499900,4.17806203000,,0.950000,1.333000,
"55 Cnc e",7.99000000,1.87500000,0.73654740000,,0.905000,0.943000,5172.00
"WASP-139 b",37.18611000,8.96720000,5.92426200000,910.00,0.920000,0.800000,5310.00
"K2-287 b",100.11645000,9.49402300,14.89329100000,804.00,1.056000,1.070000,5695.00
"GJ 3473 b",1.86000000,1.26400000,1.19800350000,773.00,0.360000,0.364000,3347.00
"Kepler-12 b",137.30256000,19.66058600,4.43796290000,1480.00,1.166000,1.483000,5947.00
"HD 86226 c",7.25000000,2.16000000,3.98442000000,1311.00,1.019000,1.053000,5863.00
"TOI-1231 b",15.40000000,3.65000000,24.24558600000,329.60,0.485000,0.476000,3553.00
"LHS 1478 b",2.33000000,1.24200000,1.94953780000,595.00,0.236000,0.246000,3381.00
"TOI-674 b",23.60000000,5.25000000,1.97714300000,635.00,0.420000,0.420000,3514.00
"TOI-431 b",3.07000000,1.28000000,0.49004700000,1862.00,0.780000,0.731000,4850.00
"TOI-178 b",0.96000000,1.20000000,1.91456010000,,0.647000,0.662000,4316.00
"TOI-178 c",4.64000000,1.75400000,3.23848600000,,0.647000,0.662000,4316.00
"TOI-178 d",5.20000000,2.69500000,6.55756900000,,0.647000,0.662000,4316.00
"TOI-178 e",3.48000000,2.30100000,9.96318000000,,0.647000,0.662000,4316.00
"TOI-178 f",5.63000000,2.41700000,15.23335000000,,0.647000,0.662000,4316.00
"TOI-178 g",4.40000000,2.93900000,20.71663000000,,0.647000,0.662000,4316.00
"HD 80606 b",1323.46926959,11.56766808,111.43676500000,,1.050000,1.050000,5565.00
"TOI-270 b",1.48000000,1.28000000,3.35992000000,600.00,0.386000,0.380000,3506.00
"TOI-270 c",6.20000000,2.33000000,5.66051000000,489.00,0.386000,0.380000,3506.00
"TOI-270 d",4.20000000,2.00000000,11.38194000000,383.00,0.386000,0.380000,3506.00
"TOI-6109 b",,4.87040000,5.69047600000,,1.030000,1.021000,5660.00
"TOI-6109 c",,4.83260000,8.53887800000,,1.030000,1.021000,5660.00
"WASP-6 b",148.42586607,12.54284940,3.36100260000,1167.00,0.854000,0.790000,5438.00
"WASP-25 b",179.25522155,13.80946422,3.76483370000,1217.00,0.962000,0.884000,5697.00
"TOI-1685 b",3.07000000,1.42100000,0.66913923000,1000.00,0.466000,0.462000,3470.00
"WASP-193 b",35.59678158,14.78464554,6.24634750000,1250.00,1.018000,1.213000,6080.00
"WASP-121 b",371.85923619,19.52604438,1.27492504000,2409.00,1.330000,1.461000,6628.00
"WASP-20 b",,15.46839337,,1362.00,,1.242000,
"GJ 3090 b",4.52000000,2.18000000,2.85310198000,723.00,0.519000,0.516000,3707.00
"V1298 Tau b",13.10000000,9.41000000,24.14000600000,666.00,1.100000,1.320000,4970.00
"V1298 Tau c",4.70000000,5.08000000,8.24916400000,953.00,1.100000,1.320000,4970.00
"V1298 Tau d",6.00000000,6.53000000,12.40139400000,831.00,1.100000,1.320000,4970.00
"V1298 Tau e",15.30000000,10.17000000,48.67771400000,527.00,1.100000,1.320000,4970.00
"LP 791-18 c",7.16000000,2.48800000,4.98991000000,,0.139000,0.182000,2960.00
"LP 791-18 d",0.91000000,1.03200000,2.75485000000,,0.139000,0.182000,2960.00
"AU Mic b",8.99000000,4.79000000,8.46344600000,554.80,0.635000,0.862000,3540.00
"AU Mic c",14.46000000,2.79000000,18.85902300000,424.70,0.635000,0.862000,3540.00
"TOI-4336 A b",3.33000000,2.13700000,16.33635100000,309.40,0.306000,0.326000,3307.00
"TOI-4336 A c",1.55000000,1.25100000,7.58726600000,399.50,0.306000,0.326000,3307.00
"TOI-451 b",4.70000000,1.84000000,1.85870330000,1474.00,0.930000,0.850000,5490.00
"TOI-451 c",3.70000000,2.93000000,9.19246300000,865.00,0.930000,0.850000,5490.00
"TOI-451 d",10.20000000,3.93000000,16.36496200000,714.00,0.930000,0.850000,5490.00
"TOI-2431 b",6.20000000,1.53400000,0.22419578000,2063.00,0.661000,0.651000,4109.00
"TOI-2076 b",6.70000000,2.59000000,10.35504000000,736.00,0.849000,0.758000,
"TOI-2076 c",7.20000000,3.54000000,21.01447000000,581.00,0.849000,0.758000,
"TOI-2076 d",7.30000000,3.27000000,35.12803000000,490.00,0.849000,0.758000,
"TOI-2076 e",4.70000000,1.30100000,3.02237530000,1110.00,0.849000,0.758000,
"LHS 3844 b",2.37000000,1.28600000,0.46292970900,816.00,0.151000,0.189000,3080.00
"TOI-2374 b",61.65871096,7.48759911,4.31361930000,926.00,0.802000,0.711000,5002.00
"GJ 367 b",0.50300000,0.73600000,0.32192260000,1329.00,0.451000,0.457000,3535.00
"HIP 41378 b",6.90000000,2.64000000,15.57209000000,,1.220000,1.300000,6290.00
"HIP 41378 c",5.97000000,2.74000000,31.70591000000,,1.220000,1.300000,6290.00
"HIP 41378 d",6.53000000,3.65000000,278.36180000000,,1.220000,1.300000,6290.00
"HIP 41378 e",7.62000000,5.19000000,393.00000000000,,1.220000,1.300000,6290.00
"HIP 41378 f",25.00000000,9.47000000,542.07970000000,,1.220000,1.300000,6290.00
"TOI-260 b",4.23000000,1.71000000,13.47585300000,493.00,0.616000,0.607000,4026.00
"KELT-9 b",915.34581216,21.70058664,1.48112350000,3921.00,2.320000,2.418000,9270.00
"TOI-2134 b",9.37000000,2.73500000,9.22919800000,660.00,0.744000,0.709000,4580.00
"TOI-2134 c",58.30000000,7.35000000,95.85284000000,302.00,0.744000,0.709000,4580.00
"HD 3167 b",4.84400000,1.60100000,0.95965451000,1781.00,0.864000,0.871000,5338.00
"HD 3167 c",11.41000000,2.98300000,29.84651100000,567.00,0.864000,0.871000,5338.00
"NGTS-10 b",,13.89913607,0.76689440000,1508.00,,0.700000,4567.00
"TOI-1173 b",28.28672822,8.77663189,7.06439710000,,,,
"WASP-107 b",33.02237149,10.48039695,5.72148750000,,,,
"HAT-P-18 b",55.52462270,10.70457657,5.50802910000,,,,
"HD 278555 b",266.97586188,11.02963701,28.84243800000,853.00,1.255000,1.624000,6047.00
"TIC 270471727 b",,2.75029559,10.45623256647,,,0.997091,5271.39
"TOI-1749 d",15.00000000,2.52000000,9.04970000000,533.00,0.580000,0.550000,3985.00
"Kepler-354 b",,1.84000000,5.47666000000,,,0.674000,4648.00
"Kepler-1999 b",,3.29000000,8.73967580000,577.00,0.632000,0.628000,4406.00
"Kepler-1716 b",,2.42476850,35.58100128000,,0.753000,0.684000,4894.00
"TOI-1601 b",387.00000000,14.19902343,5.33175000000,1493.97,1.505500,2.195000,5982.00
"K2-241 b",,2.55000000,26.81990000000,507.00,0.710000,0.750000,5262.00
"Kepler-1804 b",,1.59615726,12.28849983000,,0.929000,1.671000,5109.00
"Kepler-1065 b",,3.73000000,3.60930890700,,0.940000,0.930000,5635.00
"HD 152843 b",9.82000000,3.05000000,11.62071000000,,1.150000,1.430000,6310.00
"Kepler-58 c",53.00000000,2.86000000,15.57415680000,,0.950000,1.030000,5843.00
"Kepler-348 b",,1.52000000,7.05677000000,,,1.359000,6177.00
"Kepler-225 c",,1.84000000,18.79423400000,,,0.480000,3682.00
"Kepler-1868 b",,3.14950109,211.03399660000,,0.743000,0.686000,4658.00
"Kepler-381 d",,1.06678650,8.25629997300,,1.198000,2.188000,6197.00
"TOI-1439 b",38.50000000,4.24278610,27.64400000000,748.40,1.231300,1.618400,5841.00
"Kepler-1539 b",,2.70000000,133.30367410000,,0.840000,0.800000,5176.00
"Kepler-657 b",,3.52000000,24.54350418000,,1.010000,1.010000,5808.00
"Kepler-222 d",,3.69000000,28.08191200000,,,0.869000,5433.00
"TOI-1630.01",,2.41700000,12.05573473300,,0.950000,0.830000,5504.00
"Kepler-1616 b",,1.02000000,6.76284377000,,1.210000,1.340000,6266.00
"Kepler-794 b",,2.11000000,11.13125132000,,1.190000,1.380000,5839.00
"NGTS-21 b",750.07504052,14.90794433,1.54338970000,1357.00,0.720000,0.860000,4660.00
"K2-264 b",,2.23100000,5.84000200000,496.00,0.496000,0.473000,3660.00
"TOI-1181 b",374.71969185,17.02644168,2.10318900000,,1.467000,1.961000,6054.00
"Kepler-1759 b",,0.90377910,3.72023010300,,0.760000,0.797000,5017.00
"TIC 52059926 b",5380.00000000,10.71000000,175.53200000000,229.60,0.730000,0.720000,4505.00
"Kepler-83 b",,2.83000000,9.77000000000,,0.660000,0.610000,
"Kepler-392 c",,1.10000000,10.42311800000,,,1.129000,5938.00
"WASP-135 b",603.87700000,14.57170000,1.40137940000,,0.980000,0.960000,5675.00
"K2-133 e",,1.73000000,26.58410000000,296.00,0.461000,0.455000,3655.00
"KOI-1831 d",2.23000000,1.13000000,34.16900000000,475.00,0.901000,0.835000,5233.00
"KOI-319 b",3178.28407000,10.67000000,46.14827000000,,1.325000,2.064000,5880.00
"Kepler-349 b",,1.90000000,5.92977800000,,,0.927000,5956.00
"TOI-1777.01",,2.24600000,14.65011197400,,1.060000,0.980000,5859.00
"Kepler-1718 b",,2.56852070,135.18800350000,,0.846000,0.906000,5731.00
"TOI-7394 B b",668.74000000,11.50000000,1.25299500000,986.00,0.624000,0.609000,3717.00
"TOI-5811 B b",257.44100967,21.96960217,6.25663000000,1530.00,1.080000,3.730000,4840.00
"K2-395 c",,3.39500000,8.49128200000,,0.952000,0.783000,5007.00
"K2-280 b",37.10000000,7.50000000,19.89526000000,787.00,1.030000,1.280000,5500.00
"K2-152 b",,2.29000000,32.64790000000,337.00,0.630000,0.610000,4044.00
"K2-348 c",,2.67000000,12.55017100000,655.00,0.830000,0.850000,5077.00
"Kepler-341 b",,1.18000000,5.19552800000,,,1.024000,6012.00
"Kepler-68 c",1.30000000,0.97900000,9.60502700000,1052.00,1.057000,1.256400,5847.00
"K2-332 b",,2.20000000,17.70632000000,266.00,0.270000,0.280000,3315.00
"Kepler-984 b",,2.12000000,43.03422720000,,0.960000,0.930000,5610.00
"Kepler-1126 c",,1.45000000,199.66876000000,305.00,0.794000,0.921000,5678.00
"Kepler-572 b",,2.58000000,17.20523483000,,0.830000,0.790000,5212.00
"Kepler-871 b",,3.74000000,22.04590180000,,1.110000,1.140000,5993.00
"TOI-4511 b",,2.75304932,10.98090968596,,,1.001450,5418.77
"Kepler-579 b",,2.00000000,9.66857723000,,0.990000,0.960000,5636.00
"Kepler-1666 b",,2.88273782,25.84760000000,,1.230000,1.145860,6293.00
"CoRoT-17 b",772.29000000,11.43000000,3.76810000000,1626.00,1.040000,1.590000,5740.00
"K2-396 c",,3.12400000,25.76051000000,,0.954000,0.920000,5236.00
"Kepler-564 b",,4.63000000,3.75083228500,,0.950000,0.920000,5626.00
"K2-323 b",,2.10000000,24.93000000000,318.00,0.478000,0.549000,3710.00
"WASP-105 b",572.09400000,10.76064000,7.87288000000,900.00,0.890000,0.900000,5070.00
"Kepler-1940 b",,1.54732469,4.95061016100,,0.802000,0.717000,5431.00
"Kepler-366 b",,1.46000000,3.28195900000,,,1.048000,6209.00
"CoRoT-24 b",5.70000000,3.70000000,5.11340000000,1070.00,0.910000,0.860000,4950.00
"Kepler-150 f",,3.64000000,637.20930000000,,0.970000,0.905339,5528.00
"Kepler-1164 b",,1.12000000,3.97599768000,,0.850000,0.790000,5183.00
"Qatar-8 b",117.91493000,14.40356500,3.71495000000,1457.00,1.029000,1.315000,5738.00
"Kepler-760 b",,3.06000000,8.70419416000,,0.890000,0.850000,5322.00
"TOI-4600 b",959.84178914,6.80000000,82.68690000000,347.00,0.890000,0.810000,5170.00
"WASP-87 b",692.86940000,15.52446500,1.68279500000,,1.204000,1.627000,6450.00
"Kepler-127 c",,2.66000000,29.39319500000,,,1.359000,6106.00
"Kepler-117 c",584.78000000,12.34100000,50.79039100000,704.00,1.129000,1.606000,6150.00
"Kepler-231 c",,1.93000000,19.27156600000,,,0.490000,3767.00
"Kepler-914 b",,1.38000000,4.40966548000,,1.100000,1.150000,5877.00
"Kepler-1480 b",,1.67000000,22.12679948000,,0.850000,0.810000,5156.00
"TOI-672 b",50.90000000,5.31000000,3.63358100000,699.50,0.540000,0.540000,3810.00
"Kepler-1769 b",,4.46500000,89.19349670000,,1.061000,1.295000,6071.00
"Kepler-1551 b",,2.66000000,24.49736980000,,1.140000,1.220000,6136.00
"Kepler-771 b",,1.82000000,8.73485836000,,1.030000,1.050000,5906.00
"Kepler-164 c",,2.73000000,10.94572300000,,,1.148000,5888.00
"KELT-10 b",215.80657000,15.68139100,4.16627390000,1377.00,1.112000,1.209000,5948.00
"K2-227 b",,1.66551298,13.62183200000,,0.950811,0.890666,5673.00
"Kepler-148 b",,1.80000000,1.72936600000,,,0.851000,5272.00
"Kepler-925 b",,2.34000000,33.86785310000,,0.770000,0.720000,4673.00
"HD 101581 c",,0.99000000,6.20401000000,747.00,0.653000,0.630000,4675.00
"HIP 113103 c",,2.40000000,14.24564800000,585.00,0.761000,0.742000,4930.00
"Kepler-136 c",,1.99000000,16.39923500000,,,1.355000,6165.00
"Kepler-1896 b",,3.09935997,44.87020111000,,1.070000,0.996000,6122.00
"HN Peg b",6991.57000000,11.77680000,,,,,
"Kepler-102 f",4.30000000,0.86100000,27.45359200000,495.00,0.803000,0.724000,4909.00
"TOI-3688 A b",311.47183886,13.08088048,3.24607500000,1534.00,1.199000,1.302000,5950.00
"Kepler-1029 b",,1.26000000,4.41769647900,,0.820000,0.770000,5030.00
"TOI-261.02",,3.34822227,13.03935862135,1007.53,,1.313830,5890.30
"TOI-2977 b",533.95172376,13.15934334,2.35056140000,1544.00,0.936000,1.073000,5691.00
"TOI-2040 b",248.22398587,10.32347122,3.86085760000,1070.00,0.920000,0.870000,5132.00
"TOI-262 b",,2.07000000,11.14529000000,584.00,0.913000,0.853000,5310.00
"TOI-128.01",,2.21898000,4.94046810000,1344.51,0.851969,1.130000,6086.00
"TOI-261.01",,3.04498630,3.36392540000,1722.49,0.496728,1.280180,5890.30
"TOI-209 b",,2.39472090,4.37943587445,,,0.742779,4806.66
"TOI-2227 b",,3.09885187,4.22175815648,,,1.208470,5889.54
"TOI-3278 b",95.34852210,13.89913607,3.24645600000,1561.00,1.040000,1.390000,5720.00
"Kepler-1386 b",,1.24000000,6.73972381000,,1.020000,1.030000,5733.00
"K2-169 b",,1.27328671,6.38080300000,,0.986144,0.919053,5548.00
"WASP-108 b",,15.13212395,,1589.00,,,
"Kepler-878 b",,1.93000000,25.94220330000,,0.810000,0.770000,5044.00
"HATS-23 b",467.21010000,20.84874000,2.16051560000,1654.00,1.121000,1.199000,5780.00
"Kepler-213 b",,1.62000000,2.46236000000,,,1.195000,5696.00
"TOI-1180 b",,3.07200000,9.68676037800,,0.750000,0.730000,4738.00
"Kepler-790 b",,2.18000000,13.73469807000,,0.840000,0.800000,5208.00
"Kepler-369 c",,1.41000000,14.87157200000,,,0.471000,3591.00
"TOI-3362 b",1598.35905880,12.80065596,18.09547000000,,1.445000,1.830000,6532.00
"Kepler-1911 b",,1.01100000,5.99079990400,,0.954000,0.972000,5721.00
"Kepler-1328 b",,0.98000000,4.52158888000,,1.000000,0.990000,5780.00
"HATS-36 b",,12.92000000,4.17518600000,1203.00,1.100000,1.100000,5950.00
"Kepler-1345 b",,2.36000000,44.61695570000,,1.320000,1.550000,6449.00
"K2-384 b",,1.07600000,2.23152700000,,0.330000,0.348000,3623.00
"TOI-1064 c",2.50000000,2.65100000,12.22657400000,634.00,0.748000,0.726000,4734.00
"HAT-P-53 b",471.65972000,14.77346200,1.96162410000,1778.00,1.093000,1.209000,5956.00
"Kepler-1314 b",,5.11000000,5.42474928100,,0.600000,0.590000,4188.00
"HAT-P-57 b",448.14030000,19.50366000,2.46530000000,,2.770000,1.850000,6330.00
"Kepler-275 c",,3.38000000,16.08813400000,,,1.383000,6165.00
"WASP-78 b",352.79130000,21.63337000,2.17518000000,,1.870000,2.460000,6100.00
"Kepler-195 c",,1.55000000,34.09686300000,,,0.775000,5329.00
"Kepler-1488 c",,1.65156749,6.15826988200,,1.003000,1.524000,5710.00
"Kepler-1705 b",4.47000000,2.03000000,9.03502000000,,1.139000,1.259000,6312.00
"WASP-48 b",254.26400000,16.81350000,2.14363000000,,0.880000,1.580000,5920.00
"Kepler-217 b",,2.23000000,5.37494300000,,,1.799000,6171.00
"WASP-88 b",133.48860000,16.36514000,4.95400000000,,0.940000,1.800000,6430.00
"Kepler-237 c",,2.08000000,8.10363600000,,,0.725000,4861.00
"Kepler-106 e",11.17000000,2.56000000,43.84450000000,,1.000000,1.040000,5858.00
"Kepler-431 c",,0.66800000,8.70300000000,951.00,1.071000,1.092000,6004.00
"Kepler-1542 d",,0.87000000,5.99273738000,,0.940000,0.990000,5564.00
"Kepler-1909 b",,1.09217411,2.39160990700,,0.663000,0.685000,4935.00
"Kepler-1477 b",,1.18000000,11.55530021000,,0.810000,0.780000,5100.00
"HATS-10 b",167.17858000,10.86152100,3.31284600000,1407.00,1.101000,1.105000,5880.00
"TOI-132 b",22.40000000,3.42000000,2.10970190000,1395.00,0.970000,0.900000,5397.00
"TOI-697 b",,2.35859364,8.60788713593,,,0.968149,5681.95
"Kepler-123 c",,1.48000000,26.69507400000,,,1.264000,6089.00
"TOI-2768 b",,2.63000000,1.50801000000,855.00,0.630000,0.657000,4008.00
"HIP 97166 b",19.10000000,2.48013380,10.28891400000,701.66,0.934200,0.841800,5216.00
"WASP-171 b",344.52772000,10.98482000,3.81862440000,1642.00,1.171000,1.637000,5965.00
"Kepler-1254 b",,1.55000000,9.99113313000,,0.780000,0.750000,4985.00
"K2-39 b",28.60470000,6.27704000,4.60543000000,,0.660000,2.970000,4881.00
"Kepler-396 c",17.90000000,5.30000000,88.50500000000,,0.850000,1.060000,
"Kepler-483 b",,3.21000000,30.22910400000,,1.280000,1.470000,6346.00
"Kepler-1459 b",,1.36000000,62.86916110000,,0.780000,0.740000,4828.00
"TOI-6420 b",2606.19293740,11.93756445,6.96150800000,1213.00,1.165000,1.312000,6020.00
"Kepler-1067 b",,0.80000000,0.76212926100,,0.950000,0.930000,5592.00
"NGTS-16 b",211.99154747,14.57167491,4.84532000000,1177.00,1.002000,1.213000,5550.00
"WASP-32 b",835.89290000,10.76064000,2.71866000000,,0.720000,0.950000,6140.00
"WASP-110 b",154.78243421,13.19297028,3.77840220000,1158.00,0.814000,0.853000,5392.00
"Kepler-346 c",,3.07000000,23.85154900000,,,1.021000,6033.00
"K2-324 b",,2.43000000,3.26200000000,707.00,0.517000,0.505000,3752.00
"Kepler-1431 b",,1.47000000,5.86601526000,,1.030000,1.030000,5806.00
"TOI-4145 A b",136.66621501,13.30506009,4.06644280000,1074.00,0.905000,0.859000,5281.00
"TOI-2719 b",,5.98000000,3.37594000000,1710.00,1.020000,1.690000,5762.00
"HD 1397 b",131.89945000,11.50043400,11.53533000000,1228.30,1.324000,2.336000,5521.00
"K2-64 b",,2.07000000,6.53044000000,,0.741000,0.726000,5312.00
"Kepler-541 b",,3.36000000,5.08005848000,,1.410000,2.060000,6166.00
"SWEEPS-4 b",1207.70000000,9.07900000,4.20000000000,,1.240000,1.180000,
"TOI-1680 b",,1.46600000,4.80263450000,404.00,0.179800,0.210600,3225.00
"K2-165 b",,1.27443657,2.35499200000,,0.834847,0.803827,5185.00
"Kepler-340 b",,2.53000000,14.84438700000,,,1.850000,6620.00
"K2-219 b",,1.34762583,3.90128700000,,1.021545,1.189232,5753.00
"Kepler-1274 b",,1.42000000,6.98152703000,,1.450000,2.170000,6179.00
"Kepler-1828 b",,2.11598626,10.27379990000,,0.996000,0.899000,5806.00
"TOI-6695 b",66.74396547,9.52763359,80.38900000000,599.00,1.338000,1.517000,6400.00
"Kepler-1261 b",,2.26000000,48.43089910000,,0.820000,0.770000,5006.00
"TOI-904 b",,2.42600000,10.87720000000,429.43,0.557000,0.527000,3770.20
"Kepler-1069 b",,1.60000000,23.89902960000,,0.990000,0.980000,5722.00
"Kepler-315 b",,3.77000000,96.10114100000,,,1.037000,5796.00
"Kepler-197 b",,1.02000000,5.59930800000,,,1.120000,6004.00
"TIC 290487717 b",,6.63777941,3.40081822900,,,0.943767,5328.97
"NGTS-20 b",947.12865286,11.99360935,54.18915000000,688.00,1.470000,1.780000,5980.00
"Kepler-111 b",,1.58000000,3.34181500000,,,1.157000,5952.00
"WASP-57 b",204.68252000,11.76945000,2.83891856000,1338.00,0.886000,0.927000,5600.00
"TOI-1260 c",13.20000000,2.76000000,7.49313400000,651.00,0.679000,0.672000,4227.00
"CoRoT-3 b",6883.91000000,11.32000000,4.25680000000,,1.370000,1.560000,6740.00
"Kepler-1355 b",,1.46000000,1.28958811200,,0.880000,0.830000,5352.00
"Kepler-256 d",,2.48000000,5.83917200000,,,1.301000,5551.00
"Kepler-304 e",,1.20000000,1.49914695300,,0.800000,0.730000,4817.00
"Kepler-994 b",,1.60000000,1.15116650600,,0.560000,0.540000,3934.00
"Kepler-1925 b",,3.00177922,46.71640015000,,1.057000,1.092000,5856.00
"Kepler-508 b",,1.64000000,25.30889748000,,1.160000,1.250000,6025.00
"Kepler-331 d",,1.64000000,32.13432800000,,,0.492000,4347.00
"Kepler-301 d",,1.75000000,13.75124300000,,,0.900000,5815.00
"Kepler-1782 b",,2.22927435,5.75622987700,,0.794000,0.734000,4931.00
"Kepler-1280 b",,1.87000000,66.55790570000,,1.200000,1.320000,6227.00
"TOI-2364 b",71.51139158,8.60849718,4.01975170000,1091.00,0.954000,0.886000,5306.00
